Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-03-10 00:00:00-04:00,76.0,76.01000213623047,74.27999877929688,74.41000366210938,2249200,0.0,0.0
2026-03-11 00:00:00-04:00,73.98999786376953,74.6500015258789,72.7300033569336,73.75,2686600,0.0,0.0
2026-03-12 00:00:00-04:00,72.87999725341797,73.1500015258789,70.22000122070312,71.5199966430664,3095200,0.0,0.0
2026-03-13 00:00:00-04:00,71.77999877929688,72.0999984741211,69.83999633789062,69.91999816894531,1918400,0.0,0.0
2026-03-16 00:00:00-04:00,70.41999816894531,71.54000091552734,69.83000183105469,71.04000091552734,2154100,0.0,0.0
2026-03-17 00:00:00-04:00,71.70999908447266,73.06999969482422,71.37999725341797,72.05000305175781,1723000,0.0,0.0
2026-03-18 00:00:00-04:00,71.06999969482422,72.27999877929688,71.05000305175781,71.16999816894531,1764200,0.0,0.0
2026-03-19 00:00:00-04:00,70.69999694824219,71.5,70.05999755859375,70.70999908447266,1925700,0.0,0.0
2026-03-20 00:00:00-04:00,70.80000305175781,70.83999633789062,69.33000183105469,69.95999908447266,2498800,0.0,0.0
2026-03-23 00:00:00-04:00,71.45999908447266,72.05000305175781,69.93000030517578,70.23999786376953,1784200,0.0,0.0
2026-03-24 00:00:00-04:00,70.05000305175781,71.33000183105469,69.16999816894531,70.48999786376953,1275700,0.0,0.0
2026-03-25 00:00:00-04:00,71.5999984741211,72.0,69.9800033569336,71.44999694824219,2049800,0.0,0.0
2026-03-26 00:00:00-04:00,71.19000244140625,72.55000305175781,71.19000244140625,71.54000091552734,1416500,0.0,0.0
2026-03-27 00:00:00-04:00,71.41000366210938,71.41000366210938,69.5199966430664,69.7699966430664,1638100,0.0,0.0
2026-03-30 00:00:00-04:00,70.36000061035156,70.36000061035156,69.05999755859375,69.30999755859375,1761000,0.0,0.0
2026-03-31 00:00:00-04:00,70.04000091552734,71.73999786376953,69.5199966430664,71.5,1858800,0.0,0.0
2026-04-01 00:00:00-04:00,71.83000183105469,72.38999938964844,71.1500015258789,71.43000030517578,1763900,0.0,0.0
2026-04-02 00:00:00-04:00,70.69999694824219,71.87000274658203,69.33999633789062,70.16999816894531,2049600,0.0,0.0
2026-04-06 00:00:00-04:00,69.9800033569336,70.7699966430664,69.62999725341797,70.29000091552734,2879700,0.0,0.0
2026-04-07 00:00:00-04:00,70.0999984741211,70.30000305175781,68.69999694824219,69.66000366210938,2186000,0.0,0.0
2026-04-08 00:00:00-04:00,72.19999694824219,72.2300033569336,71.11000061035156,71.7300033569336,2235900,0.0,0.0
2026-04-09 00:00:00-04:00,71.13999938964844,71.8499984741211,70.08000183105469,71.45999908447266,1277300,0.0,0.0
2026-04-10 00:00:00-04:00,71.95999908447266,72.12999725341797,71.05000305175781,71.20999908447266,1471800,0.0,0.0
2026-04-13 00:00:00-04:00,70.73999786376953,71.80000305175781,69.83000183105469,71.69999694824219,1437200,0.0,0.0
2026-04-14 00:00:00-04:00,71.87000274658203,72.62999725341797,71.25,71.61000061035156,1671000,0.0,0.0
2026-04-15 00:00:00-04:00,71.61000061035156,71.79000091552734,69.75,70.29000091552734,1673700,0.0,0.0
2026-04-16 00:00:00-04:00,70.33999633789062,70.97000122070312,69.29000091552734,69.37999725341797,2141900,0.0,0.0
2026-04-17 00:00:00-04:00,70.31999969482422,71.30000305175781,69.83000183105469,70.05999755859375,2655000,0.0,0.0
2026-04-20 00:00:00-04:00,69.44999694824219,70.30000305175781,69.27999877929688,69.45999908447266,1480000,0.0,0.0
2026-04-21 00:00:00-04:00,69.88999938964844,69.88999938964844,67.08999633789062,67.30000305175781,1684000,0.0,0.0
2026-04-22 00:00:00-04:00,67.45999908447266,68.0199966430664,66.8499984741211,66.91999816894531,2223400,0.0,0.0
2026-04-23 00:00:00-04:00,66.93000030517578,67.16000366210938,64.4000015258789,64.94999694824219,2577100,0.0,0.0
2026-04-24 00:00:00-04:00,64.7300033569336,64.80000305175781,63.720001220703125,64.41999816894531,2300300,0.0,0.0
2026-04-27 00:00:00-04:00,64.44000244140625,65.29000091552734,64.19999694824219,64.33999633789062,2064500,0.0,0.0
2026-04-28 00:00:00-04:00,64.7300033569336,64.9000015258789,62.93000030517578,63.09000015258789,2470800,0.0,0.0
2026-04-29 00:00:00-04:00,62.790000915527344,63.439998626708984,60.63999938964844,61.34000015258789,2567600,0.0,0.0
2026-04-30 00:00:00-04:00,61.529998779296875,63.400001525878906,61.25,62.900001525878906,3097600,0.0,0.0
