Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-03-12 00:00:00-04:00,94.86000061035156,95.4000015258789,93.87000274658203,94.30999755859375,34206900,0.0,0.0
2026-03-13 00:00:00-04:00,94.63999938964844,95.68000030517578,94.23999786376953,95.30999755859375,29876700,0.0,0.0
2026-03-16 00:00:00-04:00,95.58000183105469,96.0999984741211,94.36000061035156,95.19999694824219,34931800,0.0,0.0
2026-03-17 00:00:00-04:00,95.30000305175781,96.33999633789062,94.01000213623047,94.36000061035156,26434500,0.0,0.0
2026-03-18 00:00:00-04:00,94.44999694824219,95.33999633789062,93.61000061035156,94.69999694824219,27878300,0.0,0.0
2026-03-19 00:00:00-04:00,94.30999755859375,95.75,90.77999877929688,91.73999786376953,40169300,0.0,0.0
2026-03-20 00:00:00-04:00,91.30999755859375,91.87999725341797,90.69000244140625,91.81999969482422,61678000,0.0,0.0
2026-03-23 00:00:00-04:00,92.04000091552734,93.9800033569336,91.86000061035156,93.37999725341797,34315900,0.0,0.0
2026-03-24 00:00:00-04:00,92.79000091552734,93.73999786376953,90.81999969482422,90.91999816894531,28938000,0.0,0.0
2026-03-25 00:00:00-04:00,91.70999908447266,92.5199966430664,91.23999786376953,92.27999877929688,29545600,0.0,0.0
2026-03-26 00:00:00-04:00,91.5199966430664,95.86000061035156,91.01000213623047,93.31999969482422,59522000,0.0,0.0
2026-03-27 00:00:00-04:00,94.56999969482422,95.58000183105469,92.73999786376953,93.43000030517578,44590700,0.0,0.0
2026-03-30 00:00:00-04:00,92.75,94.48999786376953,92.22000122070312,92.97000122070312,32375100,0.0,0.0
2026-03-31 00:00:00-04:00,93.02999877929688,96.26000213623047,93.02999877929688,96.1500015258789,54270000,0.0,0.0
2026-04-01 00:00:00-04:00,96.47000122070312,97.19999694824219,94.26000213623047,95.55000305175781,30439300,0.0,0.0
2026-04-02 00:00:00-04:00,95.2699966430664,98.70999908447266,95.16999816894531,98.66000366210938,37068000,0.0,0.0
2026-04-06 00:00:00-04:00,100.95999908447266,102.69000244140625,97.97000122070312,98.93000030517578,37029300,0.0,0.0
2026-04-07 00:00:00-04:00,98.55000305175781,99.87999725341797,98.25,98.81999969482422,25016700,0.0,0.0
2026-04-08 00:00:00-04:00,100.31999969482422,100.4000015258789,97.44000244140625,99.38999938964844,30957600,0.0,0.0
2026-04-09 00:00:00-04:00,99.62999725341797,102.33999633789062,99.08000183105469,102.05000305175781,35087800,0.0,0.0
2026-04-10 00:00:00-04:00,102.47000122070312,103.08000183105469,101.45999908447266,103.01000213623047,25769900,0.0,0.0
2026-04-13 00:00:00-04:00,103.02999877929688,103.66999816894531,102.05999755859375,103.16000366210938,26042800,0.0,0.0
2026-04-14 00:00:00-04:00,103.12000274658203,106.56999969482422,103.04000091552734,106.27999877929688,40534900,0.0,0.0
2026-04-15 00:00:00-04:00,105.9800033569336,107.8499984741211,105.04000091552734,107.70999908447266,38023700,0.0,0.0
2026-04-16 00:00:00-04:00,107.47000122070312,108.94999694824219,106.62000274658203,107.79000091552734,64928300,0.0,0.0
2026-04-17 00:00:00-04:00,96.37000274658203,98.73999786376953,95.0999984741211,97.30999755859375,125958700,0.0,0.0
2026-04-20 00:00:00-04:00,97.13999938964844,97.5999984741211,93.54000091552734,94.83000183105469,63298300,0.0,0.0
2026-04-21 00:00:00-04:00,94.0,94.6500015258789,92.37000274658203,92.58000183105469,61962300,0.0,0.0
2026-04-22 00:00:00-04:00,93.05999755859375,93.8499984741211,92.7699966430664,93.23999786376953,33694300,0.0,0.0
2026-04-23 00:00:00-04:00,94.05999755859375,94.63999938964844,92.06999969482422,92.81999969482422,36851700,0.0,0.0
2026-04-24 00:00:00-04:00,92.56999969482422,93.27999877929688,91.80000305175781,92.44000244140625,32553200,0.0,0.0
2026-04-27 00:00:00-04:00,92.05000305175781,92.83999633789062,91.30000305175781,91.37000274658203,29707400,0.0,0.0
2026-04-28 00:00:00-04:00,91.5,92.33999633789062,90.0199966430664,92.2699966430664,33418100,0.0,0.0
2026-04-29 00:00:00-04:00,91.2300033569336,92.86000061035156,90.86000061035156,92.12000274658203,26122100,0.0,0.0
2026-04-30 00:00:00-04:00,91.3499984741211,94.22000122070312,90.7699966430664,93.61000061035156,40923000,0.0,0.0
2026-05-01 00:00:00-04:00,94.41999816894531,94.69999694824219,91.9000015258789,92.05999755859375,30406900,0.0,0.0
2026-05-04 00:00:00-04:00,92.0999984741211,92.33000183105469,90.88999938964844,91.0199966430664,25928800,0.0,0.0
2026-05-05 00:00:00-04:00,91.18000030517578,91.27999877929688,87.56999969482422,87.88999938964844,51961300,0.0,0.0
2026-05-06 00:00:00-04:00,87.1500015258789,88.55000305175781,86.72000122070312,88.2699966430664,41932400,0.0,0.0
2026-05-07 00:00:00-04:00,88.19999694824219,89.4000015258789,88.12999725341797,88.25,30627600,0.0,0.0
2026-05-08 00:00:00-04:00,87.70999908447266,88.04000091552734,87.20999908447266,87.48999786376953,36215100,0.0,0.0
2026-05-11 00:00:00-04:00,86.52999877929688,87.33999633789062,85.0999984741211,85.44999694824219,40556500,0.0,0.0
2026-05-12 00:00:00-04:00,85.91000366210938,89.16999816894531,85.80999755859375,87.66000366210938,43556600,0.0,0.0
2026-05-13 00:00:00-04:00,86.56999969482422,88.62000274658203,86.27999877929688,87.55999755859375,30823500,0.0,0.0
2026-05-14 00:00:00-04:00,87.62000274658203,88.5,86.6500015258789,86.94000244140625,29408300,0.0,0.0
2026-05-15 00:00:00-04:00,87.69000244140625,89.48999786376953,86.69000244140625,87.0199966430664,32335700,0.0,0.0
2026-05-18 00:00:00-04:00,86.5,89.81999969482422,86.33000183105469,89.6500015258789,35800500,0.0,0.0
2026-05-19 00:00:00-04:00,90.13999938964844,91.4800033569336,88.69000244140625,89.33000183105469,34545700,0.0,0.0
2026-05-20 00:00:00-04:00,88.5199966430664,88.55000305175781,87.5,88.08999633789062,23463400,0.0,0.0
2026-05-21 00:00:00-04:00,88.02999877929688,90.37000274658203,87.5199966430664,89.30000305175781,28613900,0.0,0.0
2026-05-22 00:00:00-04:00,89.0999984741211,89.97000122070312,88.16999816894531,88.5999984741211,23847200,0.0,0.0
2026-05-26 00:00:00-04:00,88.4000015258789,88.7300033569336,87.25,87.68000030517578,24014500,0.0,0.0
2026-05-27 00:00:00-04:00,87.05000305175781,88.5,86.81999969482422,87.3499984741211,22569500,0.0,0.0
2026-05-28 00:00:00-04:00,86.9000015258789,87.04000091552734,85.58999633789062,86.36000061035156,38803800,0.0,0.0
2026-05-29 00:00:00-04:00,86.19999694824219,86.66999816894531,85.66000366210938,86.0199966430664,39793600,0.0,0.0
2026-06-01 00:00:00-04:00,85.7300033569336,87.2300033569336,85.31999969482422,85.8499984741211,32747200,0.0,0.0
2026-06-02 00:00:00-04:00,85.61000061035156,85.9800033569336,83.29000091552734,83.33000183105469,42947200,0.0,0.0
2026-06-03 00:00:00-04:00,82.91000366210938,83.30999755859375,81.0999984741211,81.5199966430664,36714700,0.0,0.0
2026-06-04 00:00:00-04:00,83.19000244140625,83.69999694824219,81.37000274658203,81.55999755859375,39338800,0.0,0.0
2026-06-05 00:00:00-04:00,82.33000183105469,82.75,81.0,82.18000030517578,43474100,0.0,0.0
2026-06-08 00:00:00-04:00,81.66000366210938,83.08000183105469,81.33999633789062,82.63999938964844,33056700,0.0,0.0
2026-06-09 00:00:00-04:00,82.12999725341797,82.33999633789062,81.33999633789062,81.41000366210938,34787200,0.0,0.0
2026-06-10 00:00:00-04:00,81.70999908447266,82.75,80.9800033569336,82.0,36304600,0.0,0.0
2026-06-11 00:00:00-04:00,81.87000274658203,82.0999984741211,80.08999633789062,81.2699966430664,33417600,0.0,0.0
2026-06-12 00:00:00-04:00,81.58000183105469,82.0,79.27999877929688,80.33999633789062,35309700,0.0,0.0
2026-06-15 00:00:00-04:00,80.62000274658203,81.70999908447266,80.45999908447266,81.66999816894531,36430800,0.0,0.0
2026-06-16 00:00:00-04:00,81.9000015258789,81.93000030517578,77.70999908447266,78.72000122070312,65054000,0.0,0.0
2026-06-17 00:00:00-04:00,78.0999984741211,78.44999694824219,76.76000213623047,76.95999908447266,50338800,0.0,0.0
2026-06-18 00:00:00-04:00,76.93000030517578,78.23999786376953,76.12000274658203,77.37999725341797,91920400,0.0,0.0
2026-06-22 00:00:00-04:00,76.13999938964844,77.08999633789062,71.80999755859375,72.87999725341797,82203300,0.0,0.0
2026-06-23 00:00:00-04:00,73.26000213623047,73.95999908447266,72.62999725341797,72.81999969482422,50806800,0.0,0.0
2026-06-24 00:00:00-04:00,72.69000244140625,73.44999694824219,71.62999725341797,71.83999633789062,48001500,0.0,0.0
2026-06-25 00:00:00-04:00,71.33000183105469,72.94000244140625,70.86000061035156,70.9000015258789,44446900,0.0,0.0
2026-06-26 00:00:00-04:00,71.69000244140625,75.19999694824219,71.52999877929688,73.80999755859375,74990300,0.0,0.0
2026-06-29 00:00:00-04:00,74.62000274658203,76.06999969482422,73.7300033569336,73.77999877929688,42429600,0.0,0.0
2026-06-30 00:00:00-04:00,73.58999633789062,73.75,71.0,71.4000015258789,49240900,0.0,0.0
2026-07-01 00:00:00-04:00,72.58999633789062,74.36000061035156,72.33000183105469,74.19000244140625,43841800,0.0,0.0
2026-07-02 00:00:00-04:00,75.08999633789062,78.44000244140625,74.91000366210938,77.6500015258789,55456500,0.0,0.0
2026-07-06 00:00:00-04:00,77.08000183105469,77.83999633789062,75.70999908447266,76.0199966430664,45056600,0.0,0.0
2026-07-07 00:00:00-04:00,77.87999725341797,78.19000244140625,76.0999984741211,76.18000030517578,33257300,0.0,0.0
2026-07-08 00:00:00-04:00,76.2699966430664,76.63999938964844,74.88999938964844,75.58999633789062,34373500,0.0,0.0
2026-07-09 00:00:00-04:00,74.30000305175781,75.55000305175781,74.0199966430664,75.47000122070312,36305700,0.0,0.0
